#CpG,Coefficient estimate (slope),Standard error,p value,Bonferroni p,q value (FDR),Gene
cpg,beta,std.err,p.value,bonferroni,fdr,gene
cg15175129,-0.001564531,0.0001436127,2.81E-26,1.33E-20,3.16E-23,MSRB3
cg16356456,-0.0015390587,0.0001414403,3.19E-26,1.51E-20,3.57E-23,CLIP2
cg14214856,-0.0014342337,0.0001318099,3.20E-26,1.51E-20,3.57E-23,NA
cg04772575,-0.000882614,8.12E-05,3.43E-26,1.62E-20,3.81E-23,ABCB9
cg04730825,-0.0016601738,0.0001526992,3.49E-26,1.65E-20,3.87E-23,ABCC1
cg06928797,-0.0012379939,0.0001139389,3.73E-26,1.77E-20,4.12E-23,SIK3
cg00889363,0.0011449414,0.0001053795,3.75E-26,1.78E-20,4.13E-23,PARD3B
cg09238801,-0.0011567789,0.0001064763,3.78E-26,1.79E-20,4.15E-23,PNMA1
cg17796323,-0.0017244669,0.0001589445,4.37E-26,2.07E-20,4.78E-23,N4BP3
cg24295985,-0.0006699777,6.18E-05,4.88E-26,2.31E-20,5.32E-23,PLCH2
cg02567958,-0.0006480531,5.98E-05,5.01E-26,2.37E-20,5.43E-23,CDC42EP1
cg08937102,-0.0012226306,0.0001128358,5.01E-26,2.37E-20,5.43E-23,NADK
cg13992911,-0.0013302298,0.0001227816,5.08E-26,2.41E-20,5.48E-23,NA
cg19695266,-0.0006706425,6.19E-05,5.13E-26,2.43E-20,5.52E-23,ACAP3
cg05087455,-0.0015613658,0.0001443227,5.92E-26,2.80E-20,6.35E-23,RNF144A
cg10493186,-0.0013617895,0.0001258994,6.04E-26,2.86E-20,6.46E-23,PRDM16
cg01930719,-0.0011490948,0.0001062874,6.36E-26,3.01E-20,6.78E-23,FAM65A
cg01395261,-0.0007333775,6.79E-05,6.55E-26,3.10E-20,6.95E-23,MAST3
cg13100137,-0.0009420616,8.72E-05,6.87E-26,3.25E-20,7.27E-23,NA
cg20253856,-0.0006447893,5.97E-05,7.19E-26,3.41E-20,7.59E-23,IGF1R
cg25362050,-0.0009063257,8.40E-05,7.81E-26,3.70E-20,8.22E-23,RARA
cg09476997,0.0018195293,0.0001686685,8.02E-26,3.80E-20,8.41E-23,SLC9A3R2
cg23963984,-0.0013370872,0.0001239961,8.37E-26,3.96E-20,8.75E-23,DLG5
cg06977285,0.0009164384,8.52E-05,1.03E-25,4.90E-20,1.08E-22,NA
cg06245338,-0.0013529272,0.0001257373,1.05E-25,4.98E-20,1.09E-22,UBE2O
cg12994228,-0.0015053766,0.0001399693,1.10E-25,5.23E-20,1.14E-22,NA
cg15035133,-0.0011349994,0.0001055347,1.11E-25,5.24E-20,1.14E-22,CDC42EP1
cg25072666,-0.0010346953,9.63E-05,1.20E-25,5.67E-20,1.23E-22,NPLOC4
cg22761205,-0.0011817521,0.000109978,1.21E-25,5.75E-20,1.25E-22,PTDSS2
cg19478223,-0.0016829191,0.000156638,1.23E-25,5.82E-20,1.26E-22,SCOC
cg15085899,-0.0023850294,0.0002219898,1.23E-25,5.83E-20,1.26E-22,NCOR2
cg17054708,-0.001172939,0.0001092886,1.38E-25,6.52E-20,1.40E-22,FBLN2
cg18889144,-0.0006102547,5.69E-05,1.41E-25,6.70E-20,1.43E-22,GPBP1L1
cg21301224,-0.0015870501,0.0001479269,1.43E-25,6.77E-20,1.44E-22,LYN
cg26537478,-0.0009943052,9.27E-05,1.47E-25,6.94E-20,1.48E-22,MEIS1
cg00227093,-0.0013861499,0.0001292842,1.53E-25,7.24E-20,1.53E-22,SYNPO
cg07932300,-0.0011890134,0.0001108976,1.53E-25,7.24E-20,1.53E-22,HECA
cg02809401,-0.0003567785,3.33E-05,1.55E-25,7.33E-20,1.55E-22,LTBP3
cg26433582,-0.0014413518,0.0001345523,1.68E-25,7.95E-20,1.67E-22,TPCN2
cg17452301,-0.0011352066,0.0001059797,1.69E-25,8.00E-20,1.68E-22,PWWP2B
cg14479136,-0.0011715318,0.0001094034,1.74E-25,8.25E-20,1.72E-22,NA
cg11859584,-0.0010590937,9.89E-05,1.77E-25,8.41E-20,1.75E-22,NFIC
cg03271893,-0.0011102826,0.0001037454,1.85E-25,8.78E-20,1.82E-22,LZTS2
cg02137956,-0.0015477899,0.0001447481,2.02E-25,9.58E-20,1.98E-22,NA
cg17924072,-0.0013735132,0.0001288145,2.72E-25,1.29E-19,2.66E-22,HMHA1
cg03619256,-0.0008464721,7.94E-05,2.77E-25,1.31E-19,2.70E-22,ATXN7L1
cg25174412,-0.0009734524,9.13E-05,2.87E-25,1.36E-19,2.79E-22,NA
cg03930153,-0.0020049483,0.0001882618,3.08E-25,1.46E-19,2.98E-22,TBL1XR1
cg25134859,-0.0010800413,0.000101418,3.09E-25,1.46E-19,2.99E-22,FBXW11
cg03485674,-0.0009132981,8.58E-05,3.43E-25,1.62E-19,3.30E-22,ADCY7
cg11579421,-0.0013319858,0.0001252209,3.48E-25,1.65E-19,3.35E-22,PWWP2B
cg19851816,-0.002304578,0.0002167548,3.65E-25,1.73E-19,3.50E-22,TUBGCP6
cg02743878,-0.001295577,0.0001219397,3.93E-25,1.86E-19,3.75E-22,DHRS9
cg12424598,-0.0008826055,8.31E-05,3.99E-25,1.89E-19,3.80E-22,RORC
cg20716774,-0.0010571085,9.95E-05,4.04E-25,1.91E-19,3.84E-22,ANKRD33B
cg08558323,-0.0012754676,0.0001201121,4.15E-25,1.97E-19,3.93E-22,PTK7
cg14445047,-0.0010664252,0.000100429,4.16E-25,1.97E-19,3.93E-22,INPP5E
cg07372034,-0.0019309246,0.0001820109,4.58E-25,2.17E-19,4.31E-22,NA
cg12054453,-0.0017471787,0.0001647589,4.78E-25,2.26E-19,4.49E-22,VMP1
cg01324550,0.001162247,0.0001096049,4.80E-25,2.27E-19,4.50E-22,NA
cg03281561,0.0020488604,0.0001932522,4.89E-25,2.32E-19,4.57E-22,C3orf80
cg12690119,-0.001450017,0.0001368432,5.18E-25,2.45E-19,4.82E-22,ZBTB38
cg09888330,0.0008013539,7.57E-05,5.65E-25,2.68E-19,5.25E-22,NA
cg04213841,0.0021759829,0.0002055516,5.71E-25,2.70E-19,5.29E-22,NA
cg16170346,-0.0017916139,0.0001694115,6.32E-25,2.99E-19,5.84E-22,TMPRSS9
cg16223546,-0.0010924001,0.0001033299,6.54E-25,3.10E-19,6.02E-22,NA
cg00816609,-0.0009395387,8.89E-05,7.04E-25,3.33E-19,6.45E-22,FBLN2
cg18897025,-0.0020459836,0.0001936692,7.04E-25,3.34E-19,6.45E-22,TSLP
cg18028767,-0.0010384952,9.83E-05,7.25E-25,3.44E-19,6.62E-22,TSPAN4
cg24387542,-0.000776827,7.36E-05,7.28E-25,3.45E-19,6.63E-22,LGALS9B
cg09866743,-0.0010639018,0.0001008434,8.08E-25,3.83E-19,7.34E-22,ARPP21
cg17896927,-0.0017511705,0.0001660111,8.20E-25,3.88E-19,7.43E-22,RGMA
cg22787719,-0.001456914,0.0001381225,8.24E-25,3.90E-19,7.44E-22,NA
cg02835421,-0.000978348,9.28E-05,8.25E-25,3.91E-19,7.44E-22,IPO13
cg12325286,-0.0010067175,9.54E-05,8.28E-25,3.92E-19,7.44E-22,MSI2
cg07408552,-0.0010120495,9.60E-05,8.48E-25,4.02E-19,7.60E-22,ATP6V0A1
cg20327845,-0.00174308,0.0001653183,8.58E-25,4.07E-19,7.67E-22,PFKP
cg13587908,-0.0010446989,9.92E-05,9.43E-25,4.47E-19,8.41E-22,FAM69B
cg06687489,-0.0014771336,0.0001402498,9.60E-25,4.55E-19,8.53E-22,MYO5C
cg12488187,-0.0014898038,0.0001414859,9.83E-25,4.66E-19,8.71E-22,MSRB3
cg07306253,-0.0009932366,9.44E-05,1.03E-24,4.88E-19,9.10E-22,NA
cg16677144,-0.0008206905,7.80E-05,1.11E-24,5.25E-19,9.77E-22,GNB1
cg07069759,0.0012611364,0.0001199232,1.12E-24,5.30E-19,9.83E-22,HNRNPA1P33
cg09535924,-0.0013827081,0.0001314851,1.12E-24,5.31E-19,9.83E-22,MEIS1
cg17339794,-0.0007430674,7.07E-05,1.21E-24,5.75E-19,1.06E-21,KDM4B
cg13487983,-0.0007008,6.67E-05,1.31E-24,6.22E-19,1.15E-21,RXRA
cg19863740,-0.001008015,9.60E-05,1.34E-24,6.37E-19,1.17E-21,PARVG
cg09022230,-0.0008832306,8.41E-05,1.35E-24,6.37E-19,1.17E-21,TNRC18
cg13928490,-0.0021535258,0.0002052153,1.39E-24,6.56E-19,1.20E-21,GUCY1B2
cg20052079,-0.0010723823,0.00010226,1.48E-24,7.03E-19,1.28E-21,JARID2
cg14864103,-0.0011911657,0.0001136243,1.53E-24,7.27E-19,1.32E-21,MCF2L
cg05336611,-0.0009166428,8.74E-05,1.54E-24,7.29E-19,1.32E-21,LSP1
cg12646786,-0.0016747802,0.000159768,1.55E-24,7.32E-19,1.32E-21,NA
cg13027183,-0.0013398526,0.0001280579,1.87E-24,8.84E-19,1.60E-21,JARID2
cg10341242,-0.0013284902,0.0001270156,1.93E-24,9.15E-19,1.65E-21,ADCY7
cg22626522,-0.0007807265,7.47E-05,1.98E-24,9.37E-19,1.68E-21,TEF
cg16057915,-0.0011015459,0.0001053556,2.00E-24,9.49E-19,1.70E-21,PEX14
cg05447916,-0.00035901,3.44E-05,2.17E-24,1.03E-18,1.84E-21,VWA7
cg00430895,-0.0012296255,0.0001177057,2.18E-24,1.03E-18,1.84E-21,NA
cg02889774,-0.0014545492,0.0001392366,2.18E-24,1.03E-18,1.84E-21,XPO7
cg16824126,-0.0010759257,0.0001030092,2.22E-24,1.05E-18,1.86E-21,NA
cg22000727,0.0009691437,9.28E-05,2.26E-24,1.07E-18,1.89E-21,NA
cg07285673,-0.0008122496,7.78E-05,2.31E-24,1.09E-18,1.93E-21,CLIP4
cg07739369,-0.0012051718,0.0001155064,2.46E-24,1.17E-18,2.05E-21,NA
cg12587615,0.0019852213,0.0001903122,2.52E-24,1.19E-18,2.10E-21,LPPR2
cg22213445,-0.0010861521,0.0001041388,2.56E-24,1.21E-18,2.12E-21,RAB7A
cg24776736,-0.0013106557,0.0001258094,2.87E-24,1.36E-18,2.38E-21,HMGA2
cg18954401,-0.0007551286,7.25E-05,2.90E-24,1.38E-18,2.40E-21,PRDM8
cg15533023,-0.0009259171,8.89E-05,2.98E-24,1.41E-18,2.45E-21,TMEM205
cg19295068,-0.0014733332,0.0001415377,3.11E-24,1.47E-18,2.55E-21,GLTSCR1
cg15513620,-0.0011366909,0.000109215,3.16E-24,1.50E-18,2.59E-21,ZNF697
cg04797957,-0.0011034251,0.0001060659,3.30E-24,1.56E-18,2.70E-21,NA
cg10324998,0.0010487398,0.0001008339,3.38E-24,1.60E-18,2.76E-21,TGFBR3
cg22854223,-0.0009585099,9.22E-05,3.51E-24,1.66E-18,2.85E-21,CD82
cg10623219,0.0010188519,9.80E-05,3.56E-24,1.68E-18,2.88E-21,NA
cg05526498,-0.0010658278,0.0001025746,3.72E-24,1.76E-18,3.01E-21,NA
cg01723892,-0.0019892316,0.0001915085,3.84E-24,1.82E-18,3.10E-21,NA
cg08133584,0.0011798565,0.0001136177,3.95E-24,1.87E-18,3.18E-21,C16orf11
cg13390284,-0.0013996517,0.0001348184,4.05E-24,1.92E-18,3.25E-21,NA
cg25850808,-0.0010812966,0.0001043589,4.92E-24,2.33E-18,3.94E-21,CD109
cg25368647,-0.0012955051,0.0001250442,4.96E-24,2.35E-18,3.96E-21,MXD3
cg25287071,-0.0012608553,0.0001217147,5.02E-24,2.38E-18,4.00E-21,ITPKB
cg24144853,-0.000812372,7.85E-05,5.37E-24,2.54E-18,4.27E-21,NA
cg18019132,-0.0008933767,8.63E-05,5.50E-24,2.60E-18,4.36E-21,NEAT1
cg03746015,-0.0016579542,0.0001602886,5.82E-24,2.76E-18,4.61E-21,CLEC16A
cg04549583,-0.000401659,3.88E-05,5.93E-24,2.81E-18,4.69E-21,NA
cg03128890,-0.0018271819,0.0001766984,5.98E-24,2.83E-18,4.71E-21,NA
cg27132471,-0.000875576,8.47E-05,6.01E-24,2.85E-18,4.72E-21,SLCO3A1
cg13222915,-0.0012092874,0.0001169729,6.12E-24,2.90E-18,4.80E-21,NA
cg11216632,-0.0010882933,0.0001053916,6.86E-24,3.25E-18,5.36E-21,ARHGEF2
cg19483007,0.0012172359,0.0001178794,6.87E-24,3.25E-18,5.36E-21,WWTR1
cg27585939,-0.0018029563,0.0001746414,7.02E-24,3.33E-18,5.47E-21,NA
cg07488576,-0.0006220255,6.03E-05,7.11E-24,3.37E-18,5.53E-21,SDPR
cg16437021,-0.0012110347,0.000117325,7.13E-24,3.38E-18,5.53E-21,ANKRD11
cg08528970,-0.0014469417,0.0001403515,8.04E-24,3.81E-18,6.22E-21,NA
cg14107488,-0.001577831,0.0001531624,8.65E-24,4.10E-18,6.67E-21,TBC1D14
cg26472910,-0.0018659715,0.0001812281,9.11E-24,4.31E-18,7.01E-21,FLT3
cg02747950,-0.0011931525,0.0001159101,9.32E-24,4.42E-18,7.16E-21,RAB8B
cg00547530,-0.0006511027,6.33E-05,9.39E-24,4.45E-18,7.19E-21,CLUAP1
cg02123534,-0.0016079271,0.0001563967,1.05E-23,4.98E-18,8.03E-21,ADAP1
cg01763916,-0.0019410912,0.0001888057,1.05E-23,4.99E-18,8.03E-21,SMAP2
cg20889322,-0.0011606295,0.0001129232,1.08E-23,5.12E-18,8.23E-21,NA
cg07324381,-0.0010406773,0.0001012849,1.12E-23,5.29E-18,8.47E-21,NA
cg05638787,-0.0009997173,9.73E-05,1.16E-23,5.50E-18,8.79E-21,NA
cg02894944,-0.0010138432,9.88E-05,1.25E-23,5.90E-18,9.41E-21,MALL
cg10501360,-0.0008685457,8.46E-05,1.26E-23,5.99E-18,9.54E-21,ARHGAP22
cg19317715,-0.0012399736,0.000120899,1.33E-23,6.29E-18,9.99E-21,AOC2
cg12192749,-0.001163344,0.0001135156,1.43E-23,6.78E-18,1.07E-20,NA
cg14096899,0.0012023124,0.0001173755,1.50E-23,7.11E-18,1.12E-20,NA
cg21786227,-0.0006997165,6.83E-05,1.58E-23,7.47E-18,1.18E-20,CKS1B
cg03460756,0.001109107,0.000108347,1.60E-23,7.57E-18,1.19E-20,ITGB3
cg09259843,-0.0009294224,9.08E-05,1.66E-23,7.86E-18,1.23E-20,NA
cg25953130,-0.0019256711,0.0001882253,1.69E-23,8.01E-18,1.25E-20,ARID5B
cg01329005,-0.0011444309,0.0001119626,1.84E-23,8.72E-18,1.36E-20,BST2
cg14710552,-0.0013128316,0.000128449,1.86E-23,8.80E-18,1.37E-20,TMEM140
cg05437446,-0.0010933146,0.0001070685,2.03E-23,9.60E-18,1.49E-20,MCF2L
cg06774445,-0.0009713447,9.51E-05,2.04E-23,9.64E-18,1.50E-20,NA
cg22218709,-0.000721202,7.07E-05,2.10E-23,9.94E-18,1.54E-20,FOXK1
cg03566174,-0.0011050316,0.0001082571,2.10E-23,9.96E-18,1.54E-20,MAL
cg12063580,-0.0009933518,9.74E-05,2.24E-23,1.06E-17,1.64E-20,PACS2
cg24897127,-0.0007565848,7.42E-05,2.33E-23,1.10E-17,1.70E-20,IFITM3
cg18778196,-0.0012742052,0.0001251184,2.62E-23,1.24E-17,1.91E-20,SMAD6
cg02291556,-0.0009555512,9.38E-05,2.63E-23,1.24E-17,1.91E-20,PDZK1IP1
cg23014759,0.0014103283,0.0001385071,2.66E-23,1.26E-17,1.93E-20,BCL9
cg23598480,0.0010002939,9.83E-05,2.83E-23,1.34E-17,2.05E-20,NA
cg16001422,-0.0008824531,8.67E-05,2.87E-23,1.36E-17,2.07E-20,PLEC
cg09229492,-0.000982914,9.66E-05,2.91E-23,1.38E-17,2.10E-20,NKD1
cg13622265,0.0016374712,0.0001610689,3.09E-23,1.46E-17,2.22E-20,TTLL11
cg06728055,-0.0014545613,0.0001431981,3.35E-23,1.59E-17,2.40E-20,WWTR1
cg02835964,0.0009081242,8.94E-05,3.35E-23,1.59E-17,2.40E-20,NR5A1
cg19240637,-0.0014758541,0.0001453506,3.48E-23,1.65E-17,2.48E-20,RNF144A
cg10895547,-0.0012445529,0.0001226417,3.67E-23,1.74E-17,2.61E-20,ZZZ3
cg06396119,0.0016873449,0.0001663194,3.76E-23,1.78E-17,2.67E-20,NA
cg10357314,-0.0020391679,0.0002010722,3.90E-23,1.85E-17,2.76E-20,NA
cg18518916,-0.0007913406,7.81E-05,4.10E-23,1.94E-17,2.90E-20,NA
cg09307468,-0.0004854035,4.79E-05,4.12E-23,1.95E-17,2.91E-20,PLAGL1
cg14600987,-0.0015944421,0.000157322,4.15E-23,1.96E-17,2.92E-20,TNNT3
cg23291039,0.0007897266,7.79E-05,4.19E-23,1.98E-17,2.94E-20,SEL1L3
cg20427144,-0.0011675211,0.0001152522,4.33E-23,2.05E-17,3.04E-20,FBXL18
cg22786748,0.0010848704,0.0001071057,4.38E-23,2.08E-17,3.07E-20,NA
cg17353337,0.0010790792,0.0001065854,4.59E-23,2.17E-17,3.20E-20,NHSL1
cg19619003,-0.0013805268,0.0001364058,4.73E-23,2.24E-17,3.30E-20,NA
cg11765288,-0.000735946,7.27E-05,4.86E-23,2.30E-17,3.38E-20,HDAC9
cg26619671,-0.0008151372,8.06E-05,5.22E-23,2.47E-17,3.62E-20,NA
cg08899895,-0.0012533173,0.000123981,5.28E-23,2.50E-17,3.66E-20,GSE1
cg16647844,-0.0018465416,0.000182675,5.31E-23,2.52E-17,3.67E-20,NA
cg11163555,-0.0014143953,0.0001399266,5.32E-23,2.52E-17,3.67E-20,PATZ1
cg04071779,-0.0009139487,9.04E-05,5.39E-23,2.55E-17,3.71E-20,NOD1
cg13661827,-0.0014199518,0.0001405012,5.41E-23,2.56E-17,3.72E-20,NA
cg17950169,-0.0008096643,8.01E-05,5.54E-23,2.63E-17,3.80E-20,TMEM63A
cg19442415,-0.0009680296,9.58E-05,5.62E-23,2.66E-17,3.84E-20,NA
cg10495270,-0.0003824758,3.79E-05,5.88E-23,2.78E-17,4.01E-20,BATF
cg16548911,-0.0016663203,0.0001650607,6.00E-23,2.84E-17,4.09E-20,ADCY7
cg16692277,-0.0012599409,0.0001248095,6.02E-23,2.85E-17,4.09E-20,GUCY1B2
cg24149590,-0.0012294448,0.0001218038,6.09E-23,2.88E-17,4.13E-20,NA
cg07858848,-0.0014440325,0.0001431466,6.43E-23,3.05E-17,4.35E-20,NA
cg02849956,-0.0013022286,0.0001291153,6.55E-23,3.10E-17,4.43E-20,NA
cg10152449,-0.0015683711,0.0001555233,6.63E-23,3.14E-17,4.47E-20,CHST12
cg11474701,-0.0014634365,0.0001451232,6.65E-23,3.15E-17,4.48E-20,NA
cg19499884,-0.0015133076,0.0001501656,7.07E-23,3.35E-17,4.74E-20,LZTS2
cg04997045,-0.0013909014,0.0001380206,7.07E-23,3.35E-17,4.74E-20,CTBP1
cg15481493,-0.0013434156,0.0001333211,7.14E-23,3.38E-17,4.77E-20,NA
cg24633390,-0.0010492316,0.0001041552,7.33E-23,3.47E-17,4.89E-20,TNFSF4
cg08250081,-0.001311132,0.0001301687,7.41E-23,3.51E-17,4.93E-20,NA
cg22531371,-0.0005131921,5.10E-05,7.54E-23,3.57E-17,5.02E-20,MUC1
cg02211741,-0.0007779873,7.73E-05,7.66E-23,3.63E-17,5.09E-20,DGKZ
cg03341377,0.0016997999,0.0001689992,8.47E-23,4.01E-17,5.60E-20,CX3CR1
cg24736933,-0.0016070106,0.0001597747,8.48E-23,4.02E-17,5.60E-20,C15orf52
cg16037981,-0.0011105342,0.000110444,8.70E-23,4.12E-17,5.73E-20,RAP1GAP2
cg13519902,-0.0011026815,0.0001096633,8.70E-23,4.12E-17,5.73E-20,NA
cg21163444,-0.0014381555,0.0001431215,9.26E-23,4.39E-17,6.08E-20,ZNF385A
cg13492133,0.001380115,0.0001374687,1.01E-22,4.77E-17,6.60E-20,SMG7
cg26616347,-0.0007730217,7.70E-05,1.05E-22,4.96E-17,6.86E-20,IRF5
cg06329093,-0.0010185023,0.0001015497,1.10E-22,5.22E-17,7.20E-20,ZDHHC1
cg01921773,-0.0014960487,0.0001492125,1.14E-22,5.39E-17,7.41E-20,KARS
cg07031797,-0.0021988053,0.0002194541,1.21E-22,5.74E-17,7.88E-20,TTLL8
cg00499700,-0.0014823792,0.000148011,1.26E-22,5.96E-17,8.16E-20,F2RL1
cg05014660,-0.0006192073,6.18E-05,1.26E-22,5.96E-17,8.16E-20,PARVG
cg00294109,-0.0011134503,0.0001111774,1.26E-22,5.98E-17,8.16E-20,CRBN
cg02930866,-0.0019011699,0.0001898607,1.28E-22,6.06E-17,8.26E-20,EAF1
cg12064202,0.0010961185,0.0001094979,1.32E-22,6.24E-17,8.49E-20,NA
cg22159815,-0.0011482751,0.0001147144,1.32E-22,6.27E-17,8.51E-20,MIR29C
cg07150145,-0.0009601114,9.60E-05,1.43E-22,6.79E-17,9.19E-20,PDZK1IP1
cg24760467,-0.0013879089,0.000138797,1.46E-22,6.90E-17,9.33E-20,LZTS2
cg06815950,-0.0016851783,0.000168658,1.57E-22,7.42E-17,1.00E-19,CUX2
cg21557473,-0.0011641839,0.0001165893,1.66E-22,7.86E-17,1.06E-19,AUTS2
cg19008371,-0.0010480623,0.0001049639,1.67E-22,7.89E-17,1.06E-19,ST3GAL4
cg06647068,-0.0013906026,0.0001394191,1.84E-22,8.71E-17,1.17E-19,CHST11
cg13300689,-0.0006706006,6.73E-05,1.88E-22,8.91E-17,1.19E-19,CLEC2D
cg19856897,-0.000767917,7.70E-05,1.94E-22,9.18E-17,1.23E-19,NA
cg02194129,-0.0011124873,0.0001117097,2.12E-22,1.00E-16,1.34E-19,XRCC3
cg07319315,-0.0015294061,0.0001535768,2.12E-22,1.01E-16,1.34E-19,MGAT5
cg10692140,-0.0012459739,0.0001251618,2.20E-22,1.04E-16,1.38E-19,NA
cg07816074,-0.0010902429,0.0001095198,2.20E-22,1.04E-16,1.38E-19,SH3TC1
cg07060794,-0.0013944914,0.000140101,2.23E-22,1.05E-16,1.40E-19,IGF2BP3
cg03665259,-0.000244592,2.46E-05,2.29E-22,1.08E-16,1.43E-19,HCG22
cg14989316,-0.0007082912,7.12E-05,2.35E-22,1.12E-16,1.47E-19,ZMIZ1-AS1
cg01832712,-0.0010275331,0.0001033079,2.38E-22,1.13E-16,1.48E-19,NA
cg07420362,-0.002150107,0.000216205,2.41E-22,1.14E-16,1.50E-19,TRPC2
cg03450829,-0.0009670479,9.72E-05,2.42E-22,1.14E-16,1.50E-19,MOB2
cg12307314,-0.0012738419,0.0001281612,2.53E-22,1.20E-16,1.57E-19,ARHGAP26
cg04504205,-0.0013733442,0.0001381931,2.57E-22,1.22E-16,1.59E-19,NA
cg14147151,-0.0011343793,0.000114164,2.60E-22,1.23E-16,1.61E-19,NACC2
cg11294761,0.0008588997,8.65E-05,2.77E-22,1.31E-16,1.71E-19,CD7
cg25961099,-0.0005266407,5.31E-05,2.88E-22,1.37E-16,1.78E-19,NA
cg12352038,-0.0016131299,0.000162541,2.91E-22,1.38E-16,1.79E-19,NA
cg17779658,-0.0013549182,0.0001365806,3.02E-22,1.43E-16,1.85E-19,LINC00589
cg00688840,-0.0022787473,0.0002297376,3.06E-22,1.45E-16,1.87E-19,NA
cg04952324,-0.0013692062,0.0001381352,3.26E-22,1.54E-16,1.99E-19,CLIP2
cg13733403,0.0006400723,6.46E-05,3.28E-22,1.56E-16,2.00E-19,NA
cg20962215,-0.0010810778,0.0001090803,3.29E-22,1.56E-16,2.01E-19,NA
cg04720348,0.0013864023,0.0001399018,3.32E-22,1.57E-16,2.02E-19,ARHGEF28
cg19355069,-0.0008270796,8.36E-05,3.98E-22,1.88E-16,2.41E-19,NA
cg01429933,-0.001237106,0.0001251105,4.05E-22,1.92E-16,2.46E-19,PLEKHG5
cg07483304,-0.0008255502,8.35E-05,4.12E-22,1.95E-16,2.49E-19,HOXA10
cg10020892,-0.001453584,0.0001471606,4.47E-22,2.12E-16,2.69E-19,BCL9
cg09233395,-0.0016572877,0.0001678545,4.64E-22,2.20E-16,2.79E-19,TRPS1
cg07556018,-0.0010506842,0.0001064345,4.71E-22,2.23E-16,2.83E-19,NA
cg13067635,-0.0011098778,0.0001124451,4.77E-22,2.26E-16,2.86E-19,NA
cg16230352,-0.0014504656,0.0001469785,4.85E-22,2.30E-16,2.90E-19,NA
cg07656173,-0.0018488551,0.00018778,5.96E-22,2.83E-16,3.57E-19,PROM1
cg21333338,-0.0008538408,8.67E-05,5.99E-22,2.84E-16,3.58E-19,RAP1GAP2
cg01285501,-0.0006121866,6.22E-05,6.34E-22,3.00E-16,3.78E-19,HOXA9
cg04188920,-0.0013173943,0.000133972,6.68E-22,3.17E-16,3.98E-19,PFKP
cg11752100,-0.0012501008,0.0001271792,6.93E-22,3.28E-16,4.11E-19,POU6F2
cg25630910,-0.0005717683,5.82E-05,7.22E-22,3.42E-16,4.28E-19,CDK2AP1
cg26754214,-0.0002283902,2.33E-05,7.46E-22,3.53E-16,4.41E-19,FAM89B
cg02992639,0.0012542413,0.000127708,7.47E-22,3.54E-16,4.41E-19,NA
cg26261298,-0.0009560427,9.74E-05,7.55E-22,3.58E-16,4.45E-19,PLAGL1
cg13607248,-0.0015944888,0.0001624164,7.73E-22,3.66E-16,4.55E-19,DVL3
cg10943263,-0.0014282953,0.0001455037,7.81E-22,3.70E-16,4.59E-19,NA
cg04948284,-0.0008215723,8.37E-05,7.86E-22,3.72E-16,4.61E-19,LTBP3
cg04784315,-0.0013937698,0.0001420138,7.95E-22,3.76E-16,4.65E-19,NA
cg14082061,-0.0006831044,6.96E-05,8.05E-22,3.82E-16,4.71E-19,NA
cg16247817,-0.0007214457,7.35E-05,8.18E-22,3.87E-16,4.77E-19,SLC27A3
cg04813911,-0.0010320084,0.0001052141,8.37E-22,3.96E-16,4.87E-19,CILP
cg25303150,-0.0012601809,0.0001285725,8.94E-22,4.24E-16,5.19E-19,PWWP2B
cg22697517,-0.000642414,6.55E-05,8.94E-22,4.24E-16,5.19E-19,DBF4B
cg25634032,-0.0010202227,0.0001040942,8.97E-22,4.25E-16,5.20E-19,NA
cg16874095,0.0009525245,9.72E-05,9.03E-22,4.28E-16,5.22E-19,NA
cg00112238,-0.0016807818,0.0001715092,9.06E-22,4.29E-16,5.23E-19,SSBP3
cg00289503,-0.0014152695,0.0001444253,9.11E-22,4.31E-16,5.25E-19,COL9A3
cg13189271,-0.0012376178,0.0001263815,9.67E-22,4.58E-16,5.56E-19,JARID2
cg03005293,-0.001486254,0.0001518587,1.02E-21,4.82E-16,5.84E-19,RORC
cg00162806,0.0008892715,9.09E-05,1.02E-21,4.83E-16,5.84E-19,VENTX
cg13757845,-0.0014977711,0.0001531432,1.08E-21,5.13E-16,6.20E-19,NA
cg24621042,-0.0011751261,0.0001202358,1.15E-21,5.45E-16,6.58E-19,SERPINA1
cg10343364,-0.0011361318,0.0001162549,1.16E-21,5.49E-16,6.61E-19,CLUAP1
cg20258698,-0.0014653967,0.0001500248,1.21E-21,5.75E-16,6.91E-19,TNS3
cg10397819,0.0008326959,8.53E-05,1.22E-21,5.79E-16,6.94E-19,NA
cg26219092,-0.0010097594,0.00010342,1.26E-21,5.96E-16,7.14E-19,NA
cg24532083,0.0012024579,0.0001231851,1.28E-21,6.08E-16,7.28E-19,NA
cg21542842,-0.0007822783,8.02E-05,1.32E-21,6.23E-16,7.44E-19,Sep-11
cg00682367,-0.0011562814,0.0001185205,1.35E-21,6.39E-16,7.62E-19,NA
cg13675859,-0.0012482105,0.0001279704,1.37E-21,6.51E-16,7.73E-19,GPR110
cg03663556,-0.0010738986,0.0001100995,1.37E-21,6.51E-16,7.73E-19,NA
