#CpG,Coefficient estimate (slope),Standard error,p value,Bonferroni p,q value (FDR),Gene
cpg,beta,std.err,p.value,bonferroni,fdr,gene
cg24387542,-0.0008444161,7.39E-05,1.33E-28,6.31E-23,1.29E-25,LGALS9B
cg08745334,-0.0010759416,9.42E-05,1.42E-28,6.72E-23,1.37E-25,NA
cg00889363,0.0013634406,0.0001193789,1.46E-28,6.92E-23,1.41E-25,PARD3B
cg24247537,-0.0020173223,0.0001766315,1.46E-28,6.92E-23,1.41E-25,PTDSS2
cg15690760,-0.0020076388,0.0001757904,1.48E-28,7.00E-23,1.42E-25,PAPD7
cg24401487,-0.0016548168,0.0001449245,1.50E-28,7.11E-23,1.43E-25,GALNT2
cg26983198,-0.0015013754,0.0001316685,1.76E-28,8.35E-23,1.68E-25,TNNT3
cg08250081,-0.0015398357,0.0001351512,1.94E-28,9.18E-23,1.84E-25,NA
cg19868593,-0.0007931337,6.96E-05,2.03E-28,9.61E-23,1.92E-25,VWA7
cg07450210,-0.0009467282,8.31E-05,2.08E-28,9.84E-23,1.96E-25,UBAC2
cg09678939,-0.0020051537,0.0001760871,2.08E-28,9.87E-23,1.96E-25,ZC3H12D
cg03390636,-0.0018194609,0.0001598281,2.14E-28,1.01E-22,2.00E-25,ARNT2
cg07031797,-0.0028075449,0.0002468953,2.43E-28,1.15E-22,2.27E-25,TTLL8
cg24674703,-0.0013388115,0.00011793,2.95E-28,1.40E-22,2.75E-25,CD5
cg27652459,-0.0011730395,0.0001034538,3.38E-28,1.60E-22,3.14E-25,ARHGAP1
cg08323969,-0.0012002149,0.0001059818,3.90E-28,1.85E-22,3.61E-25,NA
cg09479286,-0.0017723188,0.0001566755,4.44E-28,2.10E-22,4.10E-25,NOSTRIN
cg05208178,-0.000808755,7.16E-05,4.95E-28,2.34E-22,4.55E-25,INPP5D
cg22964469,-0.0009280935,8.21E-05,4.99E-28,2.37E-22,4.57E-25,SORL1
cg13733403,0.0008254449,7.31E-05,5.21E-28,2.47E-22,4.76E-25,NA
cg02571874,-0.0015604756,0.0001382754,5.83E-28,2.76E-22,5.31E-25,TMEM40
cg21205139,-0.0015721752,0.0001393746,6.16E-28,2.92E-22,5.59E-25,GUCY1B3
cg02879960,-0.0017936695,0.0001591644,6.85E-28,3.25E-22,6.20E-25,TTLL8
cg12073319,-0.0011333357,0.0001006912,7.88E-28,3.73E-22,7.10E-25,FGFBP2
cg17936572,-0.0016270842,0.0001446652,8.57E-28,4.06E-22,7.70E-25,ARPP21
cg26280911,-0.0008081757,7.19E-05,8.62E-28,4.08E-22,7.72E-25,PHF15
cg10505630,-0.0008837338,7.86E-05,9.19E-28,4.35E-22,8.20E-25,SPARC
cg16545105,-0.001513288,0.0001346445,9.33E-28,4.42E-22,8.31E-25,CRHBP
cg10723746,-0.0015849073,0.0001411441,1.04E-27,4.93E-22,9.23E-25,SPPL2B
cg08620426,-0.0021541441,0.0001921369,1.23E-27,5.82E-22,1.09E-24,NA
cg00694258,-0.0019513087,0.0001740879,1.26E-27,5.99E-22,1.12E-24,NA
cg01373189,-0.0013448206,0.0001200571,1.36E-27,6.44E-22,1.20E-24,N4BP2L1
cg07770777,-0.0022007582,0.0001966229,1.49E-27,7.04E-22,1.30E-24,ATP11A
cg13335054,-0.0011684715,0.0001044011,1.49E-27,7.08E-22,1.31E-24,LINC00887
cg13924996,-0.0015739547,0.0001407292,1.62E-27,7.69E-22,1.41E-24,ADRBK1
cg07120889,-0.00099927,8.94E-05,1.79E-27,8.46E-22,1.55E-24,NA
cg22284398,-0.000787141,7.05E-05,1.94E-27,9.19E-22,1.68E-24,PRKCE
cg04549583,-0.0004996438,4.48E-05,2.00E-27,9.48E-22,1.73E-24,NA
cg01894038,-0.0012947855,0.0001162145,2.49E-27,1.18E-21,2.15E-24,NA
cg19103429,-0.0016899231,0.0001517919,2.71E-27,1.28E-21,2.32E-24,CDK6
cg07069759,0.0014456798,0.0001299541,2.95E-27,1.40E-21,2.52E-24,HNRNPA1P33
cg02306995,-0.0005854234,5.27E-05,3.30E-27,1.56E-21,2.82E-24,SEMA5B
cg13932501,-0.0013624959,0.0001226284,3.39E-27,1.60E-21,2.88E-24,AUH
cg27485596,-0.0023313521,0.0002098981,3.56E-27,1.69E-21,3.02E-24,ARHGEF7
cg14214856,-0.0015438326,0.0001390177,3.58E-27,1.69E-21,3.03E-24,NA
cg13597417,-0.0008505683,7.66E-05,3.71E-27,1.76E-21,3.13E-24,LGALS9C
cg09866743,-0.001232805,0.0001112025,4.33E-27,2.05E-21,3.64E-24,ARPP21
cg15659420,-0.0017412511,0.0001575256,5.99E-27,2.84E-21,5.02E-24,NAV2
cg12635790,-0.001626091,0.0001471467,6.19E-27,2.93E-21,5.17E-24,NA
cg21710324,-0.0006758914,6.12E-05,6.93E-27,3.28E-21,5.77E-24,TMEM63A
cg11783834,-0.0010061399,9.12E-05,7.02E-27,3.32E-21,5.83E-24,CLU
cg06008435,-0.0013479673,0.0001222216,7.68E-27,3.64E-21,6.36E-24,NA
cg07816074,-0.0013313806,0.0001208129,8.37E-27,3.97E-21,6.92E-24,SH3TC1
cg10250177,-0.0014918974,0.0001353897,8.45E-27,4.00E-21,6.96E-24,LCK
cg22854223,-0.000790677,7.18E-05,8.73E-27,4.14E-21,7.17E-24,CD82
cg11093760,-0.0009289606,8.43E-05,8.95E-27,4.24E-21,7.33E-24,CILP
cg08326019,0.0024680832,0.0002245714,1.13E-26,5.35E-21,9.21E-24,LPPR2
cg15451250,-0.001310931,0.0001193385,1.19E-26,5.63E-21,9.68E-24,TBC1D14
cg07352544,-0.0009165778,8.34E-05,1.19E-26,5.65E-21,9.69E-24,SEPN1
cg21691065,-0.0015841732,0.0001442854,1.26E-26,5.95E-21,1.02E-23,NA
cg01133215,-0.0012512056,0.0001139657,1.26E-26,5.99E-21,1.02E-23,RUNX2
cg03005293,-0.0011089707,0.0001010189,1.28E-26,6.08E-21,1.03E-23,RORC
cg18951352,-0.001752633,0.0001596673,1.29E-26,6.11E-21,1.04E-23,ZC3H12D
cg24295985,-0.0007370156,6.72E-05,1.31E-26,6.21E-21,1.05E-23,PLCH2
cg16600996,-0.0009320163,8.50E-05,1.39E-26,6.56E-21,1.11E-23,NA
cg20717932,-0.0013542614,0.0001235213,1.47E-26,6.95E-21,1.17E-23,THRA
cg16834726,-0.0012984858,0.0001184772,1.53E-26,7.25E-21,1.21E-23,DCTN2
cg08610901,-0.0016573004,0.000151262,1.59E-26,7.51E-21,1.26E-23,NA
cg16399664,-0.0015940504,0.0001456009,1.71E-26,8.12E-21,1.35E-23,OAS2
cg13008538,-0.0009596581,8.78E-05,1.97E-26,9.34E-21,1.55E-23,CARD11
cg09982224,-0.0012822005,0.0001173087,2.05E-26,9.70E-21,1.61E-23,ALDH3B1
cg10317026,-0.0005116056,4.69E-05,2.50E-26,1.18E-20,1.96E-23,EFNA3
cg10819708,-0.0011299132,0.0001035859,2.55E-26,1.21E-20,1.99E-23,SEMA4B
cg20716774,-0.0008437624,7.74E-05,2.68E-26,1.27E-20,2.08E-23,ANKRD33B
cg09888330,0.0008910703,8.17E-05,2.75E-26,1.30E-20,2.14E-23,NA
cg24159436,-0.001522256,0.0001397156,2.89E-26,1.37E-20,2.24E-23,PLCL2
cg00153101,-0.0012109058,0.0001111758,3.00E-26,1.42E-20,2.32E-23,PLCH2
cg20692268,-0.0014515264,0.0001333102,3.11E-26,1.47E-20,2.40E-23,NA
cg11765288,-0.0008379778,7.70E-05,3.27E-26,1.55E-20,2.52E-23,HDAC9
cg00066663,-0.0007155496,6.58E-05,3.28E-26,1.56E-20,2.52E-23,CHD3
cg08645860,-0.0011957194,0.0001098734,3.31E-26,1.57E-20,2.53E-23,NA
cg02571436,-0.0011365961,0.0001045314,3.59E-26,1.70E-20,2.74E-23,NA
cg23473081,-0.0005026232,4.62E-05,3.63E-26,1.72E-20,2.76E-23,EMP1
cg04185041,-0.0007801542,7.18E-05,3.65E-26,1.73E-20,2.77E-23,FAM65A
cg06245338,-0.0013822157,0.0001271566,3.70E-26,1.75E-20,2.80E-23,UBE2O
cg09718582,0.0018126624,0.0001667989,3.80E-26,1.80E-20,2.87E-23,NA
cg20820107,-0.0008921067,8.22E-05,4.34E-26,2.05E-20,3.26E-23,TNFRSF8
cg03345925,-0.0012454396,0.0001147834,4.50E-26,2.13E-20,3.37E-23,ZC3H3
cg13641317,-0.0012065427,0.0001112772,4.86E-26,2.30E-20,3.64E-23,NA
cg21081878,-0.0020655712,0.0001907179,5.47E-26,2.59E-20,4.08E-23,HLCS
cg14999189,-0.001027163,9.49E-05,5.67E-26,2.69E-20,4.22E-23,RAP1GAP2
cg02921623,-0.0012371883,0.0001144167,6.49E-26,3.08E-20,4.82E-23,NA
cg13784312,-0.0014116208,0.0001307881,7.88E-26,3.74E-20,5.84E-23,RAPGEF1
cg10706013,-0.0007878907,7.31E-05,8.79E-26,4.16E-20,6.48E-23,PDE9A
cg27281690,-0.0011859748,0.0001099955,8.80E-26,4.17E-20,6.48E-23,RNF144A
cg26690511,-0.0019693747,0.0001827257,9.17E-26,4.34E-20,6.74E-23,PLCH1
cg22500132,-0.0006913774,6.41E-05,9.24E-26,4.38E-20,6.77E-23,MUC1
cg07408552,-0.0010974025,0.0001019391,1.04E-25,4.91E-20,7.58E-23,ATP6V0A1
cg01091117,-0.000634679,5.90E-05,1.10E-25,5.19E-20,7.99E-23,PTGER4
cg17339794,-0.0007869928,7.32E-05,1.14E-25,5.40E-20,8.29E-23,KDM4B
cg00102731,0.001271491,0.0001182176,1.14E-25,5.42E-20,8.29E-23,EBF4
cg14687145,-0.0011601746,0.0001078759,1.15E-25,5.44E-20,8.31E-23,FAM179A
cg05294455,0.0014890229,0.0001385196,1.22E-25,5.77E-20,8.79E-23,MYL4
cg07324381,-0.0010627854,9.90E-05,1.33E-25,6.28E-20,9.54E-23,NA
cg03450829,-0.0008667385,8.08E-05,1.47E-25,6.95E-20,1.05E-22,MOB2
cg01723892,-0.0013309546,0.0001241411,1.60E-25,7.56E-20,1.14E-22,NA
cg10843276,-0.0011380959,0.0001061608,1.60E-25,7.60E-20,1.15E-22,PCGF3
cg08813888,-0.001181486,0.0001102675,1.70E-25,8.04E-20,1.21E-22,NA
cg01798157,-0.0013219029,0.0001235834,2.03E-25,9.61E-20,1.44E-22,BTG2
cg15954235,-0.0011739839,0.0001097574,2.04E-25,9.66E-20,1.45E-22,SPDEF
cg08305575,-0.0015174178,0.0001419112,2.10E-25,9.96E-20,1.49E-22,NA
cg05217983,-0.0013882927,0.000129924,2.26E-25,1.07E-19,1.59E-22,RUNX2
cg07719604,-0.0011303767,0.0001059574,2.67E-25,1.26E-19,1.88E-22,NA
cg08534147,-0.0009713961,9.11E-05,2.69E-25,1.27E-19,1.89E-22,PLXNB1
cg19843457,-0.0015116505,0.0001417269,2.73E-25,1.29E-19,1.91E-22,NA
cg01921773,-0.0018281964,0.0001716253,3.12E-25,1.48E-19,2.18E-22,KARS
cg00866476,-0.0011202467,0.0001052376,3.34E-25,1.58E-19,2.33E-22,NA
cg09238801,-0.0012099777,0.0001137404,3.58E-25,1.70E-19,2.49E-22,PNMA1
cg05828925,-0.0012426346,0.0001168422,3.68E-25,1.74E-19,2.55E-22,NA
cg13607248,-0.0018532917,0.0001742513,3.70E-25,1.75E-19,2.56E-22,DVL3
cg19619003,-0.0011612391,0.0001094137,4.55E-25,2.16E-19,3.14E-22,NA
cg16776035,-0.0008953499,8.44E-05,4.73E-25,2.24E-19,3.26E-22,NA
cg03875330,-0.0010433274,9.84E-05,4.87E-25,2.31E-19,3.35E-22,NA
cg07419740,-0.0004020862,3.79E-05,5.18E-25,2.45E-19,3.55E-22,ATP6V0E1
cg07110659,-0.0015538575,0.0001466077,5.23E-25,2.48E-19,3.58E-22,LPAR3
cg09229492,-0.0011303203,0.000106697,5.49E-25,2.60E-19,3.74E-22,NKD1
cg01149053,0.0009966497,9.42E-05,6.06E-25,2.87E-19,4.13E-22,ANKRD11
cg19595760,-0.0011172561,0.0001056034,6.28E-25,2.98E-19,4.27E-22,MAN1C1
cg19856897,-0.0009313454,8.81E-05,6.54E-25,3.10E-19,4.42E-22,NA
cg04384810,-0.0012932142,0.0001222816,6.55E-25,3.10E-19,4.42E-22,C14orf159
cg13423759,-0.0013986084,0.0001322818,6.74E-25,3.19E-19,4.54E-22,NA
cg00232092,-0.0011101587,0.0001050337,6.93E-25,3.28E-19,4.66E-22,FBXL18
cg13036381,0.0028679779,0.0002714945,7.33E-25,3.47E-19,4.92E-22,C3orf80
cg08783253,-0.001191358,0.0001127835,7.37E-25,3.49E-19,4.93E-22,AOC2
cg00086710,-0.0014975982,0.0001418479,7.76E-25,3.68E-19,5.18E-22,PPM1K
cg01143068,-0.001234614,0.0001169531,7.88E-25,3.73E-19,5.25E-22,STARD9
cg10623219,0.0011223368,0.0001063573,8.17E-25,3.87E-19,5.43E-22,NA
cg25630910,-0.0006370314,6.04E-05,8.96E-25,4.24E-19,5.94E-22,CDK2AP1
cg17633234,-0.001506287,0.0001429734,9.62E-25,4.56E-19,6.37E-22,RGMA
cg13672800,-0.0012254838,0.0001163311,9.72E-25,4.60E-19,6.41E-22,C20orf141
cg12054453,-0.0018674074,0.0001773566,1.02E-24,4.85E-19,6.74E-22,VMP1
cg07969918,-0.0010363821,9.84E-05,1.04E-24,4.92E-19,6.83E-22,PIK3IP1
cg03295554,-0.0018386877,0.0001746989,1.08E-24,5.10E-19,7.05E-22,ETS1
cg24873093,-0.0010795586,0.000102598,1.09E-24,5.18E-19,7.15E-22,NA
cg07813031,-0.0022291116,0.0002118846,1.11E-24,5.27E-19,7.26E-22,NA
cg26682407,-0.0008291207,7.89E-05,1.24E-24,5.88E-19,8.08E-22,MCF2L
cg02743878,-0.0011096803,0.0001056899,1.36E-24,6.44E-19,8.84E-22,DHRS9
cg13167816,-0.0010132831,9.65E-05,1.41E-24,6.67E-19,9.12E-22,FITM1
cg16107105,0.0010064955,9.59E-05,1.43E-24,6.78E-19,9.25E-22,KCNH2
cg04952324,-0.0014831315,0.0001416124,1.76E-24,8.33E-19,1.13E-21,CLIP2
cg01013171,-0.0007196745,6.87E-05,1.79E-24,8.49E-19,1.15E-21,NA
cg12081645,-0.0014346109,0.0001370139,1.80E-24,8.54E-19,1.16E-21,NA
cg17680767,-0.0014407785,0.000137634,1.84E-24,8.71E-19,1.18E-21,NA
cg20301308,-0.0008147333,7.79E-05,1.95E-24,9.22E-19,1.24E-21,NA
cg17593625,-0.0013259155,0.0001268624,2.15E-24,1.02E-18,1.37E-21,PRKAR1B
cg14830371,-0.0014553535,0.0001392513,2.16E-24,1.02E-18,1.37E-21,NA
cg19863740,-0.0010103451,9.67E-05,2.27E-24,1.08E-18,1.44E-21,PARVG
cg26604214,-0.0007289484,6.98E-05,2.31E-24,1.10E-18,1.47E-21,RAP1GAP2
cg10357314,-0.0023389685,0.0002242601,2.65E-24,1.25E-18,1.68E-21,NA
cg11254532,0.0009826506,9.43E-05,2.82E-24,1.33E-18,1.78E-21,NA
cg21842274,-0.0016777498,0.0001610097,2.90E-24,1.37E-18,1.83E-21,CRHBP
cg14864103,-0.0013541671,0.0001299594,2.91E-24,1.38E-18,1.83E-21,MCF2L
cg00255726,-0.0010114663,9.71E-05,2.98E-24,1.41E-18,1.87E-21,DOK2
cg02228160,-0.0011652647,0.00011191,3.20E-24,1.52E-18,2.00E-21,HMHB1
cg21865657,-0.0009234827,8.88E-05,3.41E-24,1.62E-18,2.13E-21,PIP5K1C
cg09934892,-0.0009741755,9.36E-05,3.42E-24,1.62E-18,2.13E-21,CLUAP1
cg02493846,-0.0012697332,0.0001220663,3.45E-24,1.63E-18,2.14E-21,LOC100132111
cg19355069,-0.0007609824,7.32E-05,3.87E-24,1.83E-18,2.40E-21,NA
cg17330097,0.0009185325,8.85E-05,4.49E-24,2.13E-18,2.78E-21,CTSE
cg15085899,-0.0023325621,0.0002248741,4.56E-24,2.16E-18,2.81E-21,NCOR2
cg23674602,-0.000863742,8.33E-05,4.73E-24,2.24E-18,2.92E-21,NA
cg06472341,-0.0010136584,9.78E-05,4.94E-24,2.34E-18,3.03E-21,MUC2
cg24279744,0.0010671904,0.0001029694,4.95E-24,2.35E-18,3.04E-21,ATP2B2
cg20924136,-0.0011786648,0.0001137956,5.27E-24,2.49E-18,3.22E-21,FBXO36
cg23588384,-0.0004339713,4.19E-05,5.28E-24,2.50E-18,3.23E-21,NA
cg08654091,0.0015463271,0.0001493039,5.29E-24,2.51E-18,3.23E-21,NA
cg09148649,-0.0008197129,7.92E-05,5.60E-24,2.65E-18,3.41E-21,MRGPRE
cg15462501,-0.0019362111,0.000187128,5.82E-24,2.76E-18,3.53E-21,NA
cg05267204,-0.0005413933,5.23E-05,5.90E-24,2.79E-18,3.57E-21,NA
cg23541926,-0.0018908623,0.0001828554,6.17E-24,2.92E-18,3.73E-21,PLCH1
cg15948030,-0.0008788185,8.50E-05,6.46E-24,3.06E-18,3.90E-21,VARS
cg18217136,0.0008542733,8.27E-05,6.62E-24,3.14E-18,3.98E-21,BLCAP
cg06753281,-0.0007869868,7.62E-05,6.84E-24,3.24E-18,4.11E-21,KCNAB2
cg09012001,-0.0008014727,7.77E-05,7.67E-24,3.63E-18,4.59E-21,IFFO2
cg08899895,-0.0014154064,0.0001372019,7.78E-24,3.69E-18,4.65E-21,GSE1
cg07932300,-0.0009529458,9.24E-05,7.95E-24,3.77E-18,4.74E-21,HECA
cg02466798,-0.0009932787,9.63E-05,7.97E-24,3.77E-18,4.74E-21,ARID3A
cg04422625,-0.0007897667,7.66E-05,8.00E-24,3.79E-18,4.75E-21,FER1L6
cg27585939,-0.0019698131,0.0001912323,9.02E-24,4.27E-18,5.35E-21,NA
cg13622265,0.0017627221,0.0001712533,9.80E-24,4.64E-18,5.80E-21,TTLL11
cg02894944,-0.0007992939,7.77E-05,1.01E-23,4.77E-18,5.95E-21,MALL
cg00587472,-0.0014232072,0.0001383388,1.02E-23,4.82E-18,6.00E-21,NA
cg03046812,-0.0006485312,6.31E-05,1.16E-23,5.51E-18,6.84E-21,SLC41A1
cg07372034,-0.0016663632,0.0001622564,1.21E-23,5.72E-18,7.09E-21,NA
cg02137956,-0.0012534986,0.000122076,1.23E-23,5.83E-18,7.21E-21,NA
cg25213452,-0.0011790071,0.0001150072,1.43E-23,6.78E-18,8.37E-21,SRGAP2
cg19576697,-0.0010379518,0.0001014643,1.76E-23,8.33E-18,1.03E-20,F12
cg20239639,-0.001110503,0.0001087165,2.03E-23,9.59E-18,1.18E-20,LCK
cg26110991,-0.0009523424,9.33E-05,2.15E-23,1.02E-17,1.25E-20,NA
cg14415629,-0.0009910087,9.72E-05,2.49E-23,1.18E-17,1.45E-20,NA
cg04999352,-0.0012755619,0.0001251949,2.59E-23,1.22E-17,1.50E-20,RARRES3
cg05649922,-0.0009426211,9.25E-05,2.65E-23,1.26E-17,1.53E-20,ARID1A
cg09143713,-0.0013948521,0.0001370399,2.86E-23,1.36E-17,1.65E-20,PLCB4
cg25583651,-0.001509221,0.0001483079,2.91E-23,1.38E-17,1.67E-20,GABBR1
cg23291039,0.0008908229,8.76E-05,2.98E-23,1.41E-17,1.71E-20,SEL1L3
cg16639691,0.0011153066,0.000109674,3.10E-23,1.47E-17,1.78E-20,FLT3
cg14499577,-0.0013113165,0.0001290366,3.30E-23,1.57E-17,1.89E-20,NA
cg17571207,0.0012765667,0.0001256316,3.34E-23,1.58E-17,1.91E-20,NA
cg04638655,-0.0014918544,0.0001468856,3.49E-23,1.65E-17,1.99E-20,MIR541
cg07796002,-0.0006528484,6.43E-05,3.55E-23,1.68E-17,2.02E-20,ARHGEF1
cg02871985,-0.000998651,9.84E-05,3.62E-23,1.71E-17,2.05E-20,NA
cg04811945,-0.0008517195,8.39E-05,3.64E-23,1.73E-17,2.06E-20,CD38
cg12723011,-0.0005622427,5.54E-05,3.68E-23,1.74E-17,2.08E-20,FGFBP2
cg04384031,-0.0009574446,9.43E-05,3.75E-23,1.78E-17,2.11E-20,NA
cg03848483,-0.0005556324,5.48E-05,3.81E-23,1.80E-17,2.14E-20,NA
cg27210390,0.0013533459,0.0001333934,3.87E-23,1.83E-17,2.17E-20,TOM1L1
cg25432518,-0.0012944682,0.0001276293,3.99E-23,1.89E-17,2.24E-20,MAD1L1
cg12325286,-0.0010794263,0.0001064759,4.16E-23,1.97E-17,2.33E-20,MSI2
cg11579421,-0.0010566334,0.0001042319,4.17E-23,1.98E-17,2.33E-20,PWWP2B
cg10239319,-0.001686942,0.0001664149,4.19E-23,1.98E-17,2.33E-20,JAKMIP1
cg08537367,-0.0009398885,9.27E-05,4.31E-23,2.04E-17,2.40E-20,ZCCHC14
cg19169154,-0.0008923939,8.81E-05,4.42E-23,2.10E-17,2.46E-20,MFAP4
cg02597894,-0.0009271008,9.16E-05,4.64E-23,2.20E-17,2.57E-20,VARS
cg04772575,-0.0007388508,7.30E-05,4.84E-23,2.29E-17,2.67E-20,ABCB9
cg07488576,-0.0005141384,5.08E-05,4.91E-23,2.32E-17,2.71E-20,SDPR
cg06417460,-0.0006839046,6.76E-05,5.26E-23,2.49E-17,2.90E-20,CD5
cg06687489,-0.001573229,0.0001556253,5.43E-23,2.57E-17,2.98E-20,MYO5C
cg27165456,-0.0009913382,9.81E-05,5.47E-23,2.59E-17,3.00E-20,ELFN1
cg01824466,-0.0015924341,0.0001576166,5.74E-23,2.72E-17,3.14E-20,TP53INP1
cg21837069,-0.0009074307,8.98E-05,5.79E-23,2.74E-17,3.17E-20,VWA1
cg25124943,-0.0012700832,0.0001257371,5.85E-23,2.77E-17,3.19E-20,NA
cg21786227,-0.0006565214,6.50E-05,5.97E-23,2.83E-17,3.25E-20,CKS1B
cg18445438,-0.0012303631,0.0001219339,6.47E-23,3.07E-17,3.52E-20,NA
cg27320518,-0.001215222,0.0001204575,6.58E-23,3.12E-17,3.57E-20,MBL1P
cg13587908,-0.0007883671,7.82E-05,6.63E-23,3.14E-17,3.59E-20,FAM69B
cg09607043,-0.0013720898,0.0001361966,7.50E-23,3.55E-17,4.05E-20,NA
cg01130991,0.0012745214,0.0001265185,7.54E-23,3.57E-17,4.06E-20,NA
cg10501360,-0.0009311923,9.25E-05,8.06E-23,3.82E-17,4.34E-20,ARHGAP22
cg24776736,-0.0012679083,0.0001260753,8.86E-23,4.20E-17,4.76E-20,HMGA2
cg03746015,-0.0016450986,0.0001637628,9.81E-23,4.65E-17,5.26E-20,CLEC16A
cg01739167,-0.0009922386,9.89E-05,1.07E-22,5.05E-17,5.71E-20,CHRNE
cg18778196,-0.0013092955,0.0001306839,1.26E-22,5.98E-17,6.74E-20,SMAD6
cg01309328,-0.001183675,0.0001181581,1.27E-22,6.04E-17,6.80E-20,PSMB8
cg13770461,-0.0013945385,0.0001393075,1.36E-22,6.43E-17,7.22E-20,PHF21A
cg01621943,0.0010489608,0.0001048528,1.44E-22,6.80E-17,7.63E-20,NA
cg23304605,-0.0010307576,0.0001031176,1.55E-22,7.36E-17,8.24E-20,CCDC88C
cg05336611,-0.0009551892,9.56E-05,1.59E-22,7.51E-17,8.39E-20,LSP1
cg26926221,-0.0015722065,0.0001573441,1.60E-22,7.60E-17,8.47E-20,UTRN
cg14844236,-0.0009955282,9.96E-05,1.61E-22,7.64E-17,8.51E-20,CDK2AP1
cg19851816,-0.0019061977,0.0001908142,1.64E-22,7.76E-17,8.62E-20,TUBGCP6
cg01538731,-0.0021486178,0.0002151755,1.71E-22,8.08E-17,8.96E-20,KLHDC4
cg09723161,-0.0008536175,8.55E-05,1.78E-22,8.41E-17,9.31E-20,LFNG
cg02589672,-0.0004150437,4.16E-05,1.88E-22,8.91E-17,9.85E-20,TEF
cg18954401,-0.0006794338,6.82E-05,1.98E-22,9.39E-17,1.04E-19,PRDM8
cg23580000,-0.0010018226,0.0001005299,2.05E-22,9.71E-17,1.07E-19,ADCY7
cg18513344,-0.0015364574,0.0001542001,2.08E-22,9.86E-17,1.08E-19,MUC4
cg02992639,0.0012170326,0.0001222148,2.20E-22,1.04E-16,1.14E-19,NA
cg10575219,-0.0013647402,0.0001371721,2.40E-22,1.14E-16,1.24E-19,ATXN7L1
cg03602233,-0.0009186919,9.25E-05,2.73E-22,1.30E-16,1.42E-19,ZNRF1
cg05437446,-0.0012187343,0.0001228102,3.01E-22,1.42E-16,1.55E-19,MCF2L
cg01285501,-0.0006549533,6.60E-05,3.05E-22,1.45E-16,1.57E-19,HOXA9
cg04213841,0.0019943916,0.0002010545,3.13E-22,1.48E-16,1.61E-19,NA
cg03074244,0.0011248257,0.0001134688,3.31E-22,1.57E-16,1.70E-19,CD3D
cg21542842,-0.0008309363,8.38E-05,3.33E-22,1.58E-16,1.71E-19,Sep-11
cg04451175,0.0013505118,0.0001362615,3.37E-22,1.60E-16,1.73E-19,FGF20
cg20303561,-0.0007899958,7.97E-05,3.41E-22,1.61E-16,1.74E-19,CCDC88C
cg10495270,-0.0003706652,3.74E-05,3.45E-22,1.64E-16,1.76E-19,BATF
cg06051311,-0.0014283538,0.0001442044,3.57E-22,1.69E-16,1.82E-19,TRIM15
cg07027457,-0.0006030184,6.09E-05,3.81E-22,1.80E-16,1.94E-19,CBFA2T3
cg16824126,-0.0010990983,0.0001110615,3.86E-22,1.83E-16,1.96E-19,NA
cg06804344,0.0011062086,0.0001118535,4.10E-22,1.94E-16,2.08E-19,GP9
cg04797957,-0.0009358288,9.47E-05,4.37E-22,2.07E-16,2.21E-19,NA
cg26532627,-0.000435842,4.41E-05,4.40E-22,2.08E-16,2.22E-19,NA
cg03566174,-0.001182247,0.0001196421,4.42E-22,2.10E-16,2.23E-19,MAL
cg09704116,-0.0009107107,9.22E-05,4.77E-22,2.26E-16,2.40E-19,HOXB-AS3
cg14107488,-0.0014659632,0.0001485234,4.90E-22,2.32E-16,2.46E-19,TBC1D14
cg14519350,-0.0009501752,9.63E-05,5.16E-22,2.45E-16,2.59E-19,OSM
cg07624815,-0.0005843533,5.92E-05,5.23E-22,2.48E-16,2.62E-19,FGD5
cg08331345,-0.0004943721,5.01E-05,5.34E-22,2.53E-16,2.67E-19,LAT
cg24736933,-0.0013837119,0.0001403681,5.50E-22,2.60E-16,2.74E-19,C15orf52
cg00501876,-0.0008375446,8.50E-05,5.72E-22,2.71E-16,2.85E-19,CSRNP1
cg08594681,-0.0014331368,0.0001454415,5.72E-22,2.71E-16,2.85E-19,CLU
cg18028767,-0.000963683,9.78E-05,5.76E-22,2.73E-16,2.86E-19,TSPAN4
cg10179949,-0.0005379439,5.46E-05,5.92E-22,2.81E-16,2.93E-19,SLAMF8
cg09535924,-0.001212109,0.0001230715,5.97E-22,2.83E-16,2.95E-19,MEIS1
cg11623339,-0.0008196887,8.33E-05,6.27E-22,2.97E-16,3.09E-19,MZB1
cg21223094,-0.0012196244,0.0001239483,6.49E-22,3.07E-16,3.20E-19,ETV6
cg19483007,0.0012766184,0.0001297623,6.57E-22,3.11E-16,3.23E-19,WWTR1
cg15078061,0.0009562112,9.73E-05,6.99E-22,3.31E-16,3.43E-19,PRRT1
cg07562120,0.0005549257,5.65E-05,7.37E-22,3.49E-16,3.61E-19,TCF3
cg14377059,-0.0012145012,0.0001237843,8.38E-22,3.97E-16,4.10E-19,NA
cg04813911,-0.0010724783,0.0001093389,8.58E-22,4.07E-16,4.19E-19,CILP
cg05660874,-0.0013714471,0.0001399867,9.55E-22,4.52E-16,4.66E-19,SPPL2B
cg17477052,-0.0021273277,0.000217153,9.61E-22,4.55E-16,4.68E-19,COL13A1
cg12587615,0.0019603589,0.0002002624,1.03E-21,4.87E-16,4.99E-19,LPPR2
cg21124375,0.0008131008,8.31E-05,1.04E-21,4.90E-16,5.02E-19,NA
