CHR,Position,CpG,Mapped Gene,Nearest Gene (10 Mb),Gene Group,Coef,SE,P,Direction
16,30671749,cg07069636,,PRR14      ,,-0.007,0.001,1.37E-09,---------
5,427755,cg07448928,AHRR,AHRR       ,Body,0.007,0.001,1.37E-09,+++++++++
5,78366076,cg01902605,BHMT2;DMGDH,BHMT2      ,Body;TSS1500,0.013,0.002,1.50E-09,+++++++++
14,103012188,cg11097968,,MIR4309     ,,0.01,0.002,1.50E-09,-++++++++
10,102778683,cg14585415,PDZD7,PDZD7      ,Body,0.008,0.001,1.50E-09,+++++++++
6,41604740,cg14086013,MDFI,MDFI       ,TSS1500,0.01,0.002,1.52E-09,+++++++++
10,22635028,cg11864574,SPAG6,SPAG6      ,Body;Body,-0.016,0.003,1.65E-09,---------
13,114896192,cg10002066,RASA3,RASA3      ,Body,-0.006,0.001,1.66E-09,-----+---
1,68299409,cg13184736,GNG12,GNG12      ,TSS1500,-0.011,0.002,1.68E-09,---------
5,126054151,cg22618924,,LMNB1      ,,0.005,0.001,1.70E-09,+++++++++
19,17003890,cg15159987,CPAMD8,CPAMD8      ,3'UTR,-0.013,0.002,1.74E-09,---------
4,15657657,cg15175162,FBXL5,FBXL5      ,TSS1500;TSS1500,0.015,0.003,1.98E-09,+++++++++
17,8191344,cg16696476,RANGRF;SLC25A35,SLC25A35     ,TSS1500;3'UTR,0.008,0.001,1.98E-09,+++++++++
17,79970313,cg12374579,ASPSCR1,ASPSCR1     ,Body,-0.009,0.001,2.08E-09,---------
20,22545407,cg20649298,C20orf56,LINC00261    ,Body,0.017,0.003,2.09E-09,+++++++++
16,67877232,cg00496272,CENPT;THAP11,CENPT      ,5'UTR;1stExon,-0.005,0.001,2.19E-09,---------
12,109250545,cg12492906,SSH1,SSH1       ,Body;Body,-0.012,0.002,2.27E-09,---------
11,1892180,cg26868156,LSP1,LSP1       ,5'UTR;1stExon;5'UTR;Body;1stExon;5'UTR,-0.009,0.002,2.34E-09,---------
3,123371420,cg07638500,MYLK,MYLK       ,Body;Body;Body;Body,-0.01,0.002,2.38E-09,-----+---
16,3115707,cg08978665,IL32,IL32       ,5'UTR;5'UTR;1stExon;TSS200;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,-0.013,0.002,2.38E-09,---------
2,204801508,cg18561976,ICOS,ICOS       ,5'UTR;1stExon,-0.015,0.002,2.42E-09,---------
5,14926200,cg07340025,,ANKH       ,,0.014,0.002,2.48E-09,+++++--++
16,2089851,cg01815912,NTHL1,NTHL1      ,3'UTR,-0.008,0.001,2.51E-09,---------
16,17563300,cg04359840,XYLT1,XYLT1      ,Body,-0.011,0.002,2.52E-09,---------
1,2722739,cg25216300,,MMEL1      ,,-0.006,0.001,2.52E-09,---------
16,31159854,cg04149015,PRSS36,PRSS36      ,Body,0.012,0.002,2.53E-09,+++++++++
1,41156730,cg15986668,NFYC;LOC100130557,,TSS1500;TSS1500;TSS1500;Body;TSS1500;TSS1500,-0.013,0.002,2.56E-09,--------+
17,75371476,cg00871371,09-Sep,09-Sep,5'UTR;Body;Body;Body;TSS1500,-0.012,0.002,2.58E-09,---------
14,54419614,cg08046044,BMP4,BMP4       ,5'UTR;5'UTR;5'UTR,0.005,0.001,2.70E-09,+++-+++++
2,172944338,cg13468961,MAP1D,METAP1D     ,Body,0.011,0.002,2.77E-09,+++++++++
22,41634447,cg06255037,CHADL,CHADL      ,Body,0.008,0.001,2.86E-09,+++++++++
4,81119178,cg27242132,PRDM8,PRDM8      ,5'UTR;5'UTR,-0.022,0.004,2.98E-09,------+--
16,85863167,cg00320288,,COX4I1      ,,0.004,0.001,2.99E-09,+++++++++
12,111758873,cg16235197,CUX2,CUX2       ,Body,-0.01,0.002,3.01E-09,--------+
3,141087313,cg21370924,ZBTB38,ZBTB38      ,5'UTR,0.013,0.002,3.24E-09,+++++++++
22,37678791,cg20066188,CYTH4,CYTH4      ,Body,-0.008,0.001,3.35E-09,----+-+-+
16,30106822,cg16348385,YPEL3,YPEL3      ,1stExon;5'UTR;5'UTR,-0.006,0.001,3.41E-09,--------+
19,40789857,cg07815521,MIR641;AKT2,AKT2       ,TSS1500;5'UTR,-0.01,0.002,3.49E-09,---------
11,65190825,cg04145264,NEAT1,NEAT1      ,Body,-0.008,0.001,3.57E-09,-+----+--
8,107460168,cg18444875,OXR1,OXR1       ,Body,0.015,0.003,3.71E-09,+++++++++
4,81118794,cg06307913,PRDM8,PRDM8      ,5'UTR;1stExon;5'UTR,-0.02,0.003,3.72E-09,------+--
7,45025080,cg16459265,C7orf40;SNORA9,SNHG15      ,Body;Body,-0.009,0.002,3.81E-09,--?------
3,53700276,cg13411554,CACNA1D,CACNA1D     ,Body;Body;Body,0.012,0.002,3.83E-09,++++++-++
5,78365691,cg08328513,BHMT2;DMGDH,BHMT2      ,Body;TSS1500,0.017,0.003,3.94E-09,++++++-++
12,53591398,cg08699196,ITGB7,ITGB7      ,Body,0.008,0.001,3.99E-09,+++++++++
4,171013537,cg24693803,,AADAT      ,,-0.009,0.002,4.13E-09,---?-----
11,107437051,cg14882481,ALKBH8,ALKBH8      ,TSS1500,0.006,0.001,4.16E-09,+++++++++
16,30106897,cg27106909,YPEL3,YPEL3      ,1stExon;5'UTR;5'UTR,-0.006,0.001,4.17E-09,--------+
1,2995604,cg11731671,PRDM16,PRDM16      ,Body;Body,-0.02,0.003,4.21E-09,---------
10,80008637,cg05757757,,RPS24      ,,0.011,0.002,4.24E-09,+++++++++
16,67877413,cg01083131,THAP11;CENPT,CENPT      ,3'UTR;5'UTR;1stExon,-0.008,0.001,4.29E-09,--------+
9,35102784,cg13594903,STOML2,STOML2      ,Body,-0.004,0.001,4.42E-09,---------
3,48508272,cg09882118,TREX1,TREX1      ,Body;1stExon,-0.006,0.001,4.49E-09,---------
12,90050967,cg00508575,ATP2B1,ATP2B1      ,TSS1500;TSS1500,0.012,0.002,4.64E-09,+++++++++
2,149866270,cg02380135,KIF5C,KIF5C      ,Body,-0.013,0.002,4.69E-09,---------
11,2012071,cg20494635,LOC100133545,,TSS1500,-0.009,0.002,4.69E-09,---------
1,3240129,cg01418153,PRDM16,PRDM16      ,Body;Body,-0.009,0.002,4.74E-09,---------
5,180646754,cg08383929,,TRIM41      ,,0.015,0.003,4.83E-09,+++++++++
1,2718742,cg08142858,,MMEL1      ,,0.008,0.001,4.97E-09,+++++++++
6,32119016,cg27068095,PRRT1,PRRT1      ,Body,0.006,0.001,4.99E-09,++++++-++
1,7311132,cg24999973,CAMTA1,CAMTA1      ,Body,-0.014,0.002,5.16E-09,---------
17,39890193,cg03373393,HAP1,HAP1       ,Body;Body;Body,-0.003,0.001,5.19E-09,---------
1,6086652,cg06753281,KCNAB2,KCNAB2      ,5'UTR;5'UTR,-0.006,0.001,5.19E-09,---------
11,65194933,cg15920975,,NEAT1      ,,-0.011,0.002,5.20E-09,-+-------
5,369969,cg01899089,AHRR,AHRR       ,Body,-0.008,0.001,5.47E-09,---------
2,74758080,cg24230340,HTRA2;AUP1,HTRA2      ,Body;Body;TSS1500,-0.009,0.002,5.52E-09,-+-------
7,27141774,cg17353412,HOXA2,HOXA2      ,1stExon,-0.008,0.001,5.54E-09,-----+---
8,1273592,cg21006256,,LOC286083    ,,-0.006,0.001,5.62E-09,---------
10,112546110,cg15880704,RBM20,RBM20      ,Body,-0.006,0.001,5.73E-09,---------
2,38306612,cg23838231,,CYP1B1      ,,0.01,0.002,5.73E-09,++++++-++
1,27853060,cg07742396,,AHDC1      ,,-0.007,0.001,5.78E-09,------+--
6,144386418,cg09293391,PLAGL1,PLAGL1      ,TSS1500;TSS1500,0.01,0.002,5.86E-09,+++++++++
3,42847116,cg14508777,HIGD1A,HIGD1A      ,TSS1500;TSS1500;TSS1500,0.01,0.002,5.94E-09,+++++++++
11,12128203,cg14816825,,MICAL2      ,,0.01,0.002,6.01E-09,++++++-++
16,50278722,cg08350047,,PAPD5      ,,0.01,0.002,6.07E-09,+++++++++
1,2987914,cg22122862,PRDM16,PRDM16      ,Body;Body,-0.006,0.001,6.15E-09,--------+
10,71672083,cg27268279,COL13A1,COL13A1     ,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,0.01,0.002,6.19E-09,+++++++++
8,22223852,cg00433296,SLC39A14,SLC39A14     ,TSS1500;TSS1500;TSS1500;TSS1500,0.009,0.002,6.20E-09,++++++-++
6,144386280,cg02849309,PLAGL1,PLAGL1      ,TSS1500;TSS1500,0.01,0.002,6.25E-09,+++++++++
3,156324118,cg22481770,,SSR3       ,,0.008,0.001,6.32E-09,+++++++++
22,38071651,cg27619353,LGALS1,LGALS1      ,1stExon;5'UTR,0.008,0.001,6.33E-09,++++++-++
1,230410329,cg11527913,GALNT2,GALNT2      ,Body,-0.02,0.003,6.40E-09,-+-------
7,4671391,cg25879142,,FOXK1      ,,0.013,0.002,6.60E-09,+++++++++
21,36258497,cg03142697,RUNX1,RUNX1      ,Body;Body;Body,0.008,0.001,6.65E-09,+++++++++
12,108983234,cg04872675,,TMEM119     ,,-0.011,0.002,6.69E-09,---------
4,154410006,cg03814093,KIAA0922,KIAA0922     ,Body;Body,-0.011,0.002,6.93E-09,------+--
1,2467096,cg06415891,,HES5       ,,0.015,0.003,7.10E-09,+++++-+++
5,433274,cg10841124,AHRR,AHRR       ,Body,0.005,0.001,7.11E-09,++++-+-+-
5,400494,cg22698028,AHRR,AHRR       ,Body,-0.011,0.002,7.39E-09,---------
16,54228447,cg07506749,,FTO       ,,0.009,0.002,7.57E-09,+++++++++
2,169006003,cg16875057,STK39,STK39      ,Body,0.012,0.002,7.73E-09,+++++++++
8,60032983,cg07211044,TOX,TOX       ,TSS1500,0.016,0.003,7.97E-09,+++++++++
4,5710761,cg17242664,EVC2,EVC2       ,5'UTR;1stExon;TSS1500,0.008,0.001,8.22E-09,++?+++-++
3,111697575,cg08979515,ABHD10,ABHD10      ,TSS1500,0.021,0.004,8.32E-09,+++++++++
4,150832003,cg26811385,,DCLK2      ,,0.012,0.002,8.40E-09,+?+++++++
12,54148217,cg27597505,,CALCOCO1     ,,0.018,0.003,8.45E-09,+++++++++
12,57038757,cg12795893,ATP5B;SNORD59B,ATP5B      ,Body;TSS1500,-0.008,0.001,8.68E-09,--------+
2,227555410,cg01878708,,IRS1       ,,0.016,0.003,8.69E-09,+++++++++
4,81117647,cg05452645,PRDM8,PRDM8      ,TSS1500;5'UTR,-0.022,0.004,8.95E-09,------+--
8,28206278,cg17199018,ZNF395,ZNF395      ,Body,-0.011,0.002,9.06E-09,---------
1,54666401,cg24373187,CYB5RL;MRPL37,MRPL37      ,TSS1500;Body,-0.006,0.001,9.86E-09,---------
1,2987961,cg18509466,PRDM16,PRDM16      ,Body;Body,-0.006,0.001,9.97E-09,--------+
21,37915091,cg04478905,CLDN14,CLDN14      ,TSS200;5'UTR,-0.009,0.002,1.01E-08,------+--
11,69259336,cg07241660,,MYEOV      ,,0.014,0.003,1.06E-08,++++++-++
10,80834947,cg03450842,ZMIZ1,ZMIZ1      ,5'UTR,-0.008,0.001,1.07E-08,---------
19,39369335,cg05886321,SIRT2;RINL,SIRT2      ,3'UTR;3'UTR;TSS1500,-0.008,0.001,1.07E-08,---------
12,95945277,cg27100916,USP44,USP44      ,TSS200,0.015,0.003,1.08E-08,-+?++++++
4,81119299,cg11388320,PRDM8,PRDM8      ,5'UTR;5'UTR,-0.023,0.004,1.12E-08,---------
6,28227093,cg09523275,NKAPL,NKAPL      ,TSS200,0.01,0.002,1.13E-08,+++++++++
12,94954828,cg12065616,,TMCC3      ,,0.01,0.002,1.16E-08,-+++++-++
4,81119198,cg18073471,PRDM8,PRDM8      ,5'UTR;5'UTR,-0.018,0.003,1.21E-08,------+--
4,81117853,cg06373870,PRDM8,PRDM8      ,TSS1500;5'UTR,-0.017,0.003,1.24E-08,------+--
17,46711035,cg26608174,MIR196A1,MIR196A1     ,TSS1500,0.007,0.001,1.24E-08,+++++++++
2,169003820,cg03351487,STK39,STK39      ,Body,0.015,0.003,1.26E-08,+++++++++
1,24120017,cg07167185,LYPLA2,LYPLA2      ,Body,-0.005,0.001,1.29E-08,---------
2,207025477,cg12608507,EEF1B2;SNORD51;NDUFS1;SNORA41,EEF1B2      ,Body;Body;TSS1500;TSS1500;TSS1500;Body,-0.011,0.002,1.32E-08,+--------
5,501938,cg22572362,SLC9A3,SLC9A3      ,Body,-0.014,0.002,1.33E-08,-----+---
4,89379156,cg02215171,HERC5,HERC5      ,Body,0.008,0.002,1.35E-08,+++++++++
2,70025869,cg06635952,ANXA4,ANXA4      ,Body,0.011,0.002,1.35E-08,++++++-++
7,70061616,cg17892069,AUTS2,AUTS2      ,Body;Body,-0.007,0.001,1.35E-08,-----+---
8,33423298,cg08327744,RNF122,RNF122      ,Body,-0.01,0.002,1.37E-08,--------+
6,154832667,cg09288789,CNKSR3,CNKSR3      ,TSS1500,0.018,0.003,1.37E-08,++++++?++
1,38022657,cg14830003,DNALI1,DNALI1      ,1stExon,0.007,0.001,1.39E-08,+++++++++
1,3239992,cg11138362,PRDM16,PRDM16      ,Body;Body,-0.01,0.002,1.40E-08,---------
15,75019087,cg23727072,CYP1A1,AHRR       ,TSS1500,0.006,0.001,1.40E-08,++-++++++
2,233928423,cg05208178,INPP5D,INPP5D      ,Body;Body,-0.006,0.001,1.42E-08,--------+
1,153929592,cg22441770,CRTC2,CRTC2      ,Body,-0.011,0.002,1.43E-08,---------
1,230415902,cg00526336,GALNT2,GALNT2      ,3'UTR,-0.007,0.001,1.45E-08,-+-------
5,81702289,cg18178840,,ATP6AP1L     ,,0.012,0.002,1.47E-08,+++++++++
2,20190349,cg01055594,WDR35,WDR35      ,TSS1500;TSS1500,0.009,0.002,1.50E-08,+++++++++
19,17650995,cg19835136,FAM129C,FAM129C     ,Body;Body,0.008,0.001,1.52E-08,+++++++++
1,44011587,cg02283735,PTPRF,PTPRF      ,Body;Body,0.012,0.002,1.58E-08,+++++++++
5,173852421,cg18040788,,MSX2       ,,-0.01,0.002,1.58E-08,---------
15,48470754,cg24657523,MYEF2,MYEF2      ,TSS200,0.008,0.002,1.58E-08,++++++-++
3,49450293,cg00174179,RHOA;TCTA,TCTA       ,TSS1500;Body,-0.006,0.001,1.61E-08,---------
12,120700361,cg15893360,PXN,PXN       ,Body;Body,-0.011,0.002,1.66E-08,--?-----+
17,80194552,cg07466788,SLC16A3,SLC16A3     ,Body;Body;Body,-0.005,0.001,1.67E-08,---------
16,22103791,cg13928411,VWA3A,VWA3A      ,TSS200,0.007,0.001,1.68E-08,+++++++++
17,78682785,cg18780100,RPTOR,RPTOR      ,Body;Body,0.011,0.002,1.69E-08,+++++++++
5,176327783,cg19791262,HK3,HK3       ,TSS1500,0.007,0.001,1.71E-08,+++++++++
6,26018058,cg14703002,HIST1H1A,HIST1H1A     ,TSS200,0.006,0.001,1.73E-08,+++++++++
9,21801897,cg25162921,MTAP,MTAP       ,TSS1500,0.011,0.002,1.74E-08,+++++++++
6,144386416,cg01595870,PLAGL1,PLAGL1      ,TSS1500;TSS1500,0.009,0.002,1.76E-08,+++++++++
2,179184854,cg19648306,OSBPL6,OSBPL6      ,TSS200;Body,0.012,0.002,1.76E-08,+++++++++
12,83476631,cg00418163,TMTC2,TMTC2      ,Body,-0.011,0.002,1.77E-08,-+-------
15,40268610,cg01081584,EIF2AK4,EIF2AK4     ,Body,0.011,0.002,1.80E-08,+++++++++
6,32120826,cg25426302,PPT2;PRRT1,LOC100507547   ,TSS1500;TSS1500;TSS1500,0.019,0.003,1.82E-08,+++++++++
16,86603761,cg04645050,,FOXC2      ,,0.016,0.003,1.84E-08,++++++-+-
6,144386275,cg12444861,PLAGL1,PLAGL1      ,TSS1500;TSS1500,0.008,0.001,1.84E-08,+++++++++
7,5567891,cg14145074,ACTB,ACTB       ,Body,-0.008,0.001,1.87E-08,---------
6,27729346,cg02163885,,HIST1H2BL    ,,0.018,0.003,1.89E-08,+++++++++
5,428101,cg16172278,AHRR,AHRR       ,Body,0.003,0.001,1.95E-08,+++++++++
8,118875129,cg11064524,EXT1,EXT1       ,Body,-0.01,0.002,1.98E-08,-?-------
1,71172486,cg20457732,,PTGER3      ,,0.02,0.004,2.01E-08,+++++++++
7,127031314,cg21841620,ZNF800,ZNF800      ,Body,-0.012,0.002,2.01E-08,--------+
12,54412506,cg25122233,HOXC4;HOXC5;HOXC6,HOXC4      ,5'UTR;Body;5'UTR,0.014,0.003,2.01E-08,++++++-++
8,41895100,cg14316231,MYST3,KAT6A      ,Body;Body;Body,-0.01,0.002,2.03E-08,------+--
3,193849318,cg06012804,,HES1       ,,-0.013,0.002,2.06E-08,------+--
20,62338338,cg20642413,ZGPAT;ARFRP1,ARFRP1      ,TSS1500;TSS1500;TSS1500;Body;Body,-0.006,0.001,2.07E-08,---------
16,30671644,cg04232972,,PRR14      ,,-0.007,0.001,2.14E-08,---------
19,58556044,cg09677268,ZSCAN1,ZSCAN1      ,Body,0.012,0.002,2.16E-08,++++++-++
7,1894209,cg09367467,MAD1L1,MAD1L1      ,Body;Body;Body,-0.009,0.002,2.18E-08,---------
6,41376604,cg00091064,,NCR2       ,,0.017,0.003,2.25E-08,+++++++++
5,134822635,cg02303258,,TIFAB      ,,0.007,0.001,2.31E-08,-++++++++
12,111731203,cg00029284,CUX2,CUX2       ,Body,-0.007,0.001,2.33E-08,--------+
16,31159623,cg26675395,PRSS36,PRSS36      ,Body,0.013,0.002,2.36E-08,-++++++++
2,232055581,cg27383418,,ARMC9      ,,0.007,0.001,2.42E-08,+++++++++
7,45187902,cg22500876,,RAMP3      ,,0.011,0.002,2.48E-08,-++++++++
7,27253521,cg02063817,,HOTTIP      ,,-0.014,0.002,2.56E-08,--?+-----
17,8804279,cg05460226,PIK3R5,PIK3R5      ,Body;Body,-0.009,0.002,2.56E-08,---------
7,112726089,cg00851377,GPR85,GPR85      ,1stExon;5'UTR;5'UTR;5'UTR;5'UTR,0.015,0.003,2.63E-08,+++++++++
1,2467281,cg12443001,,HES5       ,,0.008,0.001,2.68E-08,+++++++++
10,135054780,cg13493048,VENTX,VENTX      ,3'UTR,-0.01,0.002,2.69E-08,--??-+---
5,112716899,cg01272202,MCC,MCC       ,Body,-0.005,0.001,2.73E-08,-+-------
13,27769437,cg19291696,,USP12      ,,0.005,0.001,2.75E-08,+-+++++++
10,12430937,cg10704395,CAMK1D,CAMK1D      ,Body;Body,-0.007,0.001,2.76E-08,+--------
16,29796756,cg27295595,,ZG16       ,,0.01,0.002,2.79E-08,+++-+++++
11,1892074,cg20331155,LSP1,LSP1       ,5'UTR;TSS200;TSS200;Body,-0.009,0.002,2.80E-08,--------+
7,158824108,cg23058037,VIPR2,VIPR2      ,Body,0.014,0.003,2.81E-08,+++++++++
1,156710278,cg01416295,MRPL24,MRPL24      ,5'UTR;5'UTR,-0.008,0.001,2.87E-08,-----+--+
2,219155468,cg24533564,PNKD;TMBIM1,PNKD       ,Body;5'UTR,-0.006,0.001,2.87E-08,---------
3,49203975,cg16171534,CCDC71,CCDC71      ,TSS200,0.006,0.001,2.91E-08,-+++++-++
16,31341875,cg09743950,ITGAM,ITGAM      ,Body;Body,-0.011,0.002,2.92E-08,--------+
21,37915044,cg20643029,CLDN14,CLDN14      ,TSS200;5'UTR,-0.008,0.001,2.92E-08,---------
14,70077930,cg06934523,KIAA0247,SUSD6      ,TSS1500,-0.007,0.001,2.95E-08,---------
6,32120783,cg12626589,PPT2;PRRT1,LOC100507547   ,TSS1500;TSS1500;TSS1500,0.013,0.002,3.02E-08,+++++++++
10,11206320,cg24910943,CUGBP2,CELF2      ,Body;TSS1500;Body;TSS1500,-0.003,0.001,3.15E-08,---------
4,77723304,cg00937681,,SHROOM3     ,,0.013,0.002,3.27E-08,++-++++++
11,62273418,cg04638150,AHNAK,AHNAK      ,Body,0.013,0.002,3.28E-08,++?++++++
3,159558031,cg23553912,SCHIP1,IQCJ-SCHIP1   ,Body,0.018,0.003,3.28E-08,+++++++++
5,345850,cg24688690,AHRR,AHRR       ,Body,-0.006,0.001,3.36E-08,-+-------
11,64815744,cg17160439,NAALADL1,NAALADL1     ,Body,0.008,0.001,3.39E-08,+++++++++
10,102777924,cg21378403,PDZD7,PDZD7      ,Body,0.01,0.002,3.39E-08,++++++-++
7,155438591,cg13810727,RBM33,RBM33      ,Body,-0.007,0.001,3.42E-08,---------
6,32120584,cg06814287,PPT2;PRRT1,LOC100507547   ,TSS1500;TSS1500;TSS1500,0.011,0.002,3.43E-08,+++++++++
4,2047292,cg12756718,,C4orf48     ,,-0.005,0.001,3.43E-08,---+----+
12,30322730,cg13891539,,TMTC1      ,,0.013,0.002,3.44E-08,+++++++++
14,74214183,cg22851561,C14orf43,ELMSAN1     ,5'UTR;5'UTR,-0.014,0.003,3.44E-08,---------
7,112727506,cg25263801,GPR85,GPR85      ,TSS1500;1stExon;5'UTR;TSS1500;1stExon;5'UTR,0.013,0.002,3.66E-08,+++++++++
11,126761638,cg12322672,KIRREL3,KIRREL3     ,Body;Body,0.008,0.002,3.87E-08,+++-++-++
1,218524558,cg07810039,TGFB2,TGFB2      ,Body;Body,0.014,0.003,3.97E-08,+++++++++
5,180646608,cg22670033,,TRIM41      ,,0.015,0.003,3.98E-08,+++++++++
6,13555624,cg09321403,,SIRT5      ,,0.006,0.001,4.36E-08,+++++++++
16,31342952,cg02256631,ITGAM,ITGAM      ,Body;Body,-0.006,0.001,4.45E-08,--------+
8,20350779,cg10145533,,LZTS1      ,,0.018,0.003,4.46E-08,++++++-++
5,139486020,cg17656608,,PURA       ,,0.008,0.001,4.49E-08,+++++++++
1,92350430,cg17074704,TGFBR3,TGFBR3      ,5'UTR,-0.006,0.001,4.50E-08,--------+
1,25257587,cg10993442,RUNX3,RUNX3      ,TSS1500;Body,-0.007,0.001,4.56E-08,---------
17,17669973,cg06685437,RAI1,RAI1       ,5'UTR,-0.011,0.002,4.63E-08,---------
11,64888932,cg13989528,FAU;MRPL49,FAU       ,Body;TSS1500,-0.004,0.001,4.65E-08,-----+---
14,105371541,cg16793370,,CEP170B     ,,0.01,0.002,4.73E-08,+++++-+++
7,92238248,cg15261712,CDK6,CDK6       ,3'UTR;3'UTR,0.008,0.001,4.74E-08,+++++++++
15,31637592,cg26146569,KLF13,KLF13      ,Body,-0.012,0.002,4.85E-08,---------
19,2095364,cg06896207,MOBKL2A,MOB3A      ,5'UTR,-0.008,0.001,4.88E-08,----+---+
17,79797038,cg23471393,,P4HB       ,,0.009,0.002,4.88E-08,++-++++++
12,105994959,cg09370806,,C12orf75     ,,-0.01,0.002,4.92E-08,---------
17,33566512,cg23982212,,SLFN5      ,,-0.008,0.002,4.92E-08,--------+
7,45128053,cg05598919,NACAD,NACAD      ,Body,0.006,0.001,4.93E-08,+++++++++
11,1892139,cg22043296,LSP1,LSP1       ,5'UTR;TSS200;5'UTR;Body;1stExon,-0.008,0.001,4.94E-08,+--------
2,239403295,cg15562346,,,,-0.009,0.002,4.99E-08,---------
8,733412,cg14700531,,ERICH1      ,,0.011,0.002,5.00E-08,++-++++++
14,105888161,cg18182566,MTA1,MTA1       ,Body,-0.007,0.001,5.00E-08,-+-------
2,43328266,cg14706297,,ZFP36L2     ,,0.015,0.003,5.02E-08,++-++++++
1,2767242,cg15836046,,ACTRT2      ,,0.005,0.001,5.03E-08,+++-++-++
6,32120203,cg04749507,PPT2;PRRT1,LOC100507547   ,TSS1500;TSS1500;TSS1500,0.008,0.001,5.08E-08,+++++++++
14,50088544,cg11700584,RPL36AL;MGAT2,MGAT2      ,TSS1500;1stExon,-0.009,0.002,5.12E-08,-+------+
19,2095560,cg05273302,C19orf36;MOBKL2A,MOB3A      ,TSS1500;5'UTR;TSS1500,-0.008,0.002,5.15E-08,----+---+
10,12430878,cg16894855,CAMK1D,CAMK1D      ,Body;Body,-0.01,0.002,5.28E-08,-+-------
7,92238086,cg07413467,CDK6,CDK6       ,3'UTR;3'UTR,0.009,0.002,5.39E-08,+++-+++++
12,122244660,cg15233611,SETD1B,SETD1B      ,Body,-0.008,0.001,5.42E-08,----+---+
1,2984245,cg07946633,FLJ42875;PRDM16,,Body;TSS1500;Body;TSS1500,-0.005,0.001,5.64E-08,---------
12,113860443,cg16604086,SDSL,SDSL       ,5'UTR,-0.005,0.001,5.64E-08,-+---+--+
6,167085508,cg16490823,RPS6KA2,RPS6KA2     ,Body,-0.005,0.001,5.70E-08,--------+
16,88846292,cg16641055,FAM38A,PIEZO1      ,Body,-0.009,0.002,5.76E-08,---------
3,134094099,cg20217702,AMOTL2,AMOTL2      ,TSS1500,-0.009,0.002,5.79E-08,-----+---
10,23003984,cg07831277,PIP4K2A,PIP4K2A     ,TSS1500,0.008,0.001,5.87E-08,+++++++++
3,139060370,cg08849628,,MRPS22      ,,0.014,0.003,5.97E-08,+++++++++
6,31681882,cg13123009,LY6G6E;LY6G6D,LY6G6E      ,TSS200;TSS1500;TSS200,-0.006,0.001,5.98E-08,---------
16,31342748,cg05625471,ITGAM,ITGAM      ,Body;Body,-0.005,0.001,5.99E-08,---------
1,184355219,cg12550731,C1orf21,C1orf21     ,TSS1500,0.008,0.002,6.10E-08,-+++++++-
6,30641220,cg20117675,DHX16,DHX16      ,TSS1500;TSS1500,0.01,0.002,6.13E-08,++++++-++
10,29771743,cg14001239,SVIL,SVIL       ,Body;Body,-0.013,0.002,6.44E-08,---+-----
6,166260012,cg20418529,,LINC00473    ,,-0.006,0.001,6.44E-08,---------
17,74235759,cg11043990,RNF157,RNF157      ,Body,0.005,0.001,6.51E-08,+++++++++
4,113091339,cg15959363,C4orf32,C4orf32     ,Body,0.01,0.002,6.54E-08,+?++-++++
3,169758289,cg12350863,GPR160,GPR160      ,5'UTR,0.008,0.002,7.07E-08,+++-+++++
5,135364986,cg18331412,TGFBI,TGFBI      ,Body,0.011,0.002,7.08E-08,+++++++++
14,24845722,cg10974463,NFATC4,NFATC4      ,Body;Body,0.008,0.001,7.10E-08,++++++-++
7,81399308,cg06055763,HGF,HGF       ,5'UTR;1stExon;1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;1stExon,0.014,0.003,7.13E-08,+++++++++
16,85044408,cg03278488,ZDHHC7,ZDHHC7      ,5'UTR;5'UTR,-0.003,0.001,7.18E-08,---------
20,11870769,cg00592643,BTBD3,BTBD3      ,TSS1500,0.011,0.002,7.19E-08,+++++++++
11,129938601,cg01738638,APLP2,APLP2      ,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,0.006,0.001,7.25E-08,+++++++++
5,321320,cg11554391,AHRR,AHRR       ,Body,-0.005,0.001,7.27E-08,---------
5,159560548,cg25433552,,PWWP2A      ,,0.01,0.002,7.31E-08,+++++++++
15,74607544,cg06369322,CCDC33,CCDC33      ,Body,-0.009,0.002,7.33E-08,---------
21,37915354,cg23034373,CLDN14,CLDN14      ,5'UTR;TSS1500,-0.009,0.002,7.40E-08,----+----
17,37008030,cg05174975,RPL23,RPL23      ,Body,-0.008,0.002,7.44E-08,-+-------
16,86606899,cg09941601,,FOXC2      ,,0.006,0.001,7.52E-08,+++++++++
10,3514783,cg13687834,,PITRM1      ,,0.016,0.003,7.69E-08,++-+++-++
9,98849721,cg13459104,,LOC158435    ,,0.003,0.001,7.73E-08,++++++-++
4,1305425,cg18299068,MAEA,MAEA       ,Body;Body,-0.011,0.002,7.80E-08,---------
6,31649638,cg11679268,LY6G5C,LY6G5C      ,TSS1500,0.008,0.002,7.83E-08,+++++++++
1,2467100,cg20816361,,HES5       ,,0.012,0.002,8.01E-08,+++++-+++
6,28187510,cg18649503,LOC222699,,TSS1500,0.011,0.002,8.10E-08,+-+++++++
